name,train_mrr,val_mrr,mrr,hit@1,val_hit@1,recall@10,val_recall@10,ndcg@5
"rrf+expand[k100,mean,h1,a2.0]",0.2861,0.2095,0.2555,0.125,0.125,0.525,0.5,0.2404
"rrf+expand[k100,mean,h2,a0.02]",0.4925,0.3988,0.4551,0.35,0.3125,0.75,0.75,0.3771
"rrf+expand[k100,mean,h2,a0.05]",0.5018,0.4309,0.4734,0.375,0.375,0.75,0.75,0.3936
"rrf+expand[k100,mean,h2,a0.1]",0.476,0.4334,0.4589,0.35,0.375,0.75,0.75,0.3851
"rrf+expand[k100,mean,h2,a0.2]",0.4671,0.3931,0.4375,0.325,0.3125,0.75,0.6875,0.3832
"rrf+expand[k100,mean,h2,a0.3]",0.4241,0.3571,0.3973,0.275,0.25,0.75,0.6875,0.3661
"rrf+expand[k100,mean,h2,a0.5]",0.445,0.3594,0.4107,0.3,0.25,0.775,0.75,0.3676
"rrf+expand[k100,mean,h2,a0.8]",0.4486,0.3253,0.3993,0.275,0.1875,0.725,0.6875,0.3583
"rrf+expand[k100,mean,h2,a1.2]",0.413,0.3063,0.3703,0.225,0.125,0.7,0.6875,0.3347
"rrf+expand[k100,mean,h2,a2.0]",0.3673,0.2423,0.3173,0.175,0.0625,0.65,0.625,0.2981
"rrf+expand[k100,sym,h1,a0.02]",0.506,0.431,0.476,0.375,0.375,0.75,0.75,0.3864
"rrf+expand[k100,sym,h1,a0.05]",0.487,0.4318,0.4649,0.35,0.375,0.75,0.75,0.3794
"rrf+expand[k100,sym,h1,a0.1]",0.474,0.4351,0.4584,0.35,0.375,0.75,0.75,0.3832
"rrf+expand[k100,sym,h1,a0.2]",0.4958,0.3957,0.4558,0.35,0.3125,0.75,0.75,0.3901
"rrf+expand[k100,sym,h1,a0.3]",0.5152,0.356,0.4515,0.325,0.25,0.75,0.75,0.4141
"rrf+expand[k100,sym,h1,a0.5]",0.5062,0.3705,0.4519,0.325,0.25,0.75,0.75,0.4142
"rrf+expand[k100,sym,h1,a0.8]",0.4817,0.361,0.4334,0.275,0.1875,0.675,0.6875,0.4107
"rrf+expand[k100,sym,h1,a1.2]",0.4107,0.2715,0.355,0.2,0.125,0.625,0.5625,0.3532
"rrf+expand[k100,sym,h1,a2.0]",0.3536,0.1796,0.284,0.15,0.0625,0.575,0.5,0.2704
"rrf+expand[k100,sym,h2,a0.02]",0.4995,0.3988,0.4592,0.35,0.3125,0.75,0.75,0.3804
"rrf+expand[k100,sym,h2,a0.05]",0.4914,0.4318,0.4676,0.35,0.375,0.75,0.75,0.3911
"rrf+expand[k100,sym,h2,a0.1]",0.4958,0.4371,0.4723,0.35,0.375,0.725,0.6875,0.3993
"rrf+expand[k100,sym,h2,a0.2]",0.49,0.3673,0.4409,0.3,0.25,0.75,0.6875,0.4054
"rrf+expand[k100,sym,h2,a0.3]",0.5144,0.3316,0.4413,0.3,0.1875,0.775,0.75,0.4004
"rrf+expand[k100,sym,h2,a0.5]",0.4859,0.3472,0.4304,0.275,0.1875,0.75,0.6875,0.4007
"rrf+expand[k100,sym,h2,a0.8]",0.4801,0.3374,0.423,0.25,0.125,0.725,0.6875,0.4234
"rrf+expand[k100,sym,h2,a1.2]",0.4443,0.4288,0.4381,0.3,0.3125,0.725,0.75,0.4221
"rrf+expand[k100,sym,h2,a2.0]",0.4075,0.3354,0.3787,0.225,0.1875,0.7,0.6875,0.3867
"rrf+expand_sel[k10,sum,h1,a0.02]",0.4859,0.3899,0.4475,0.325,0.3125,0.75,0.75,0.3677
"rrf+expand_sel[k10,sum,h1,a0.05]",0.5118,0.3919,0.4638,0.35,0.3125,0.75,0.75,0.3859
"rrf+expand_sel[k10,sum,h1,a0.1]",0.5091,0.3937,0.4629,0.35,0.3125,0.75,0.6875,0.3887
"rrf+expand_sel[k10,sum,h1,a0.2]",0.5152,0.3719,0.4579,0.325,0.25,0.775,0.75,0.4045
"rrf+expand_sel[k10,sum,h1,a0.3]",0.5045,0.3892,0.4584,0.325,0.25,0.8,0.75,0.4243
"rrf+expand_sel[k10,sum,h1,a0.5]",0.4859,0.4674,0.4785,0.375,0.375,0.775,0.75,0.4413
"rrf+expand_sel[k10,sum,h1,a0.8]",0.4416,0.4492,0.4446,0.3,0.3125,0.75,0.625,0.4486
"rrf+expand_sel[k10,sum,h1,a1.2]",0.3851,0.4229,0.4002,0.25,0.3125,0.675,0.5625,0.4228
"rrf+expand_sel[k10,sum,h1,a2.0]",0.2666,0.3611,0.3044,0.15,0.25,0.6,0.5625,0.3379
"rrf+expand_sel[k10,sum,h2,a0.02]",0.4891,0.4012,0.454,0.325,0.3125,0.75,0.75,0.3715
"rrf+expand_sel[k10,sum,h2,a0.05]",0.5195,0.3732,0.461,0.325,0.25,0.75,0.75,0.3905
"rrf+expand_sel[k10,sum,h2,a0.1]",0.5198,0.3711,0.4603,0.325,0.25,0.75,0.75,0.3964
"rrf+expand_sel[k10,sum,h2,a0.2]",0.5593,0.3766,0.4862,0.35,0.25,0.75,0.75,0.4138
"rrf+expand_sel[k10,sum,h2,a0.3]",0.5425,0.3715,0.4741,0.325,0.25,0.775,0.75,0.4167
"rrf+expand_sel[k10,sum,h2,a0.5]",0.5469,0.3637,0.4736,0.35,0.25,0.8,0.75,0.428
"rrf+expand_sel[k10,sum,h2,a0.8]",0.4738,0.3833,0.4376,0.275,0.25,0.8,0.75,0.4284
"rrf+expand_sel[k10,sum,h2,a1.2]",0.4131,0.3931,0.4051,0.225,0.25,0.8,0.75,0.4078
"rrf+expand_sel[k10,sum,h2,a2.0]",0.3873,0.3977,0.3914,0.2,0.25,0.775,0.75,0.4101
"rrf+expand_sel[k10,mean,h1,a0.02]",0.4787,0.3873,0.4422,0.325,0.3125,0.75,0.75,0.3666
"rrf+expand_sel[k10,mean,h1,a0.05]",0.4795,0.3866,0.4423,0.325,0.3125,0.75,0.75,0.3666
"rrf+expand_sel[k10,mean,h1,a0.1]",0.4913,0.3859,0.4491,0.35,0.3125,0.75,0.75,0.3734
"rrf+expand_sel[k10,mean,h1,a0.2]",0.4639,0.3559,0.4207,0.3,0.25,0.725,0.6875,0.3617
"rrf+expand_sel[k10,mean,h1,a0.3]",0.444,0.3561,0.4088,0.275,0.25,0.75,0.6875,0.3618
"rrf+expand_sel[k10,mean,h1,a0.5]",0.4493,0.3259,0.3999,0.25,0.1875,0.725,0.625,0.3736
"rrf+expand_sel[k10,mean,h1,a0.8]",0.3899,0.2731,0.3431,0.175,0.125,0.725,0.625,0.3297
"rrf+expand_sel[k10,mean,h1,a1.2]",0.2385,0.1798,0.215,0.05,0.0625,0.575,0.4375,0.2056
"rrf+expand_sel[k10,mean,h1,a2.0]",0.1357,0.1368,0.1361,0.05,0.0625,0.5,0.375,0.0798
"rrf+expand_sel[k10,mean,h2,a0.02]",0.4718,0.3873,0.438,0.325,0.3125,0.75,0.75,0.3645
"rrf+expand_sel[k10,mean,h2,a0.05]",0.4725,0.3866,0.4382,0.325,0.3125,0.75,0.75,0.3645
"rrf+expand_sel[k10,mean,h2,a0.1]",0.4625,0.387,0.4323,0.325,0.3125,0.75,0.75,0.3654
"rrf+expand_sel[k10,mean,h2,a0.2]",0.4352,0.3544,0.4028,0.275,0.25,0.725,0.6875,0.3517
"rrf+expand_sel[k10,mean,h2,a0.3]",0.4128,0.3543,0.3894,0.25,0.25,0.725,0.625,0.3443
"rrf+expand_sel[k10,mean,h2,a0.5]",0.4148,0.3441,0.3865,0.25,0.25,0.675,0.5625,0.3682
"rrf+expand_sel[k10,mean,h2,a0.8]",0.387,0.2535,0.3336,0.175,0.125,0.675,0.5625,0.3204
"rrf+expand_sel[k10,mean,h2,a1.2]",0.3395,0.1812,0.2762,0.125,0.0625,0.625,0.5625,0.261
"rrf+expand_sel[k10,mean,h2,a2.0]",0.1544,0.1463,0.1512,0.05,0.0625,0.525,0.375,0.1143
"rrf+expand_sel[k10,sym,h1,a0.02]",0.4787,0.3884,0.4426,0.325,0.3125,0.75,0.75,0.3666
"rrf+expand_sel[k10,sym,h1,a0.05]",0.4798,0.3901,0.4439,0.325,0.3125,0.75,0.75,0.3703
"rrf+expand_sel[k10,sym,h1,a0.1]",0.4951,0.3913,0.4536,0.35,0.3125,0.725,0.6875,0.381
"rrf+expand_sel[k10,sym,h1,a0.2]",0.4947,0.398,0.456,0.35,0.3125,0.8,0.8125,0.3888
"rrf+expand_sel[k10,sym,h1,a0.3]",0.4752,0.3802,0.4372,0.3,0.25,0.8,0.75,0.4012
"rrf+expand_sel[k10,sym,h1,a0.5]",0.4738,0.351,0.4247,0.275,0.1875,0.775,0.75,0.3986
"rrf+expand_sel[k10,sym,h1,a0.8]",0.4507,0.4385,0.4458,0.3,0.3125,0.775,0.75,0.422
"rrf+expand_sel[k10,sym,h1,a1.2]",0.411,0.3642,0.3922,0.275,0.25,0.675,0.625,0.3782
"rrf+expand_sel[k10,sym,h1,a2.0]",0.2536,0.2447,0.2501,0.075,0.0625,0.625,0.625,0.2597
"rrf+expand_sel[k10,sym,h2,a0.02]",0.479,0.3899,0.4434,0.325,0.3125,0.75,0.75,0.3678
"rrf+expand_sel[k10,sym,h2,a0.05]",0.4833,0.3926,0.447,0.325,0.3125,0.75,0.75,0.3801
"rrf+expand_sel[k10,sym,h2,a0.1]",0.4848,0.3933,0.4482,0.325,0.3125,0.75,0.75,0.3801
"rrf+expand_sel[k10,sym,h2,a0.2]",0.453,0.3992,0.4315,0.3,0.3125,0.775,0.75,0.3694
"rrf+expand_sel[k10,sym,h2,a0.3]",0.4555,0.3845,0.4271,0.275,0.25,0.8,0.75,0.3968
"rrf+expand_sel[k10,sym,h2,a0.5]",0.4329,0.4084,0.4231,0.275,0.3125,0.8,0.75,0.3827
"rrf+expand_sel[k10,sym,h2,a0.8]",0.4125,0.3792,0.3992,0.225,0.25,0.775,0.6875,0.3872
"rrf+expand_sel[k10,sym,h2,a1.2]",0.3949,0.3624,0.3819,0.225,0.25,0.75,0.625,0.375
"rrf+expand_sel[k10,sym,h2,a2.0]",0.3134,0.2921,0.3049,0.15,0.1875,0.675,0.625,0.3185
"rrf+expand_sel[k30,sum,h1,a0.02]",0.486,0.3899,0.4475,0.325,0.3125,0.75,0.75,0.3677
"rrf+expand_sel[k30,sum,h1,a0.05]",0.5107,0.392,0.4632,0.35,0.3125,0.75,0.75,0.3822
"rrf+expand_sel[k30,sum,h1,a0.1]",0.5114,0.37,0.4548,0.325,0.25,0.775,0.75,0.3806
"rrf+expand_sel[k30,sum,h1,a0.2]",0.5079,0.3737,0.4542,0.325,0.25,0.75,0.6875,0.3989
"rrf+expand_sel[k30,sum,h1,a0.3]",0.4907,0.3962,0.4529,0.3,0.25,0.775,0.75,0.4153
"rrf+expand_sel[k30,sum,h1,a0.5]",0.478,0.3844,0.4405,0.3,0.25,0.8,0.75,0.413
"rrf+expand_sel[k30,sum,h1,a0.8]",0.4539,0.4094,0.4361,0.325,0.3125,0.725,0.6875,0.4184
"rrf+expand_sel[k30,sum,h1,a1.2]",0.415,0.344,0.3866,0.275,0.25,0.675,0.625,0.3885
"rrf+expand_sel[k30,sum,h1,a2.0]",0.3014,0.297,0.2996,0.15,0.1875,0.65,0.5625,0.3242
"rrf+expand_sel[k30,sum,h2,a0.02]",0.4889,0.4012,0.4538,0.325,0.3125,0.75,0.75,0.3715
"rrf+expand_sel[k30,sum,h2,a0.05]",0.4899,0.4044,0.4557,0.325,0.3125,0.75,0.75,0.3788
"rrf+expand_sel[k30,sum,h2,a0.1]",0.4968,0.3734,0.4475,0.3,0.25,0.75,0.75,0.3798
"rrf+expand_sel[k30,sum,h2,a0.2]",0.5134,0.3768,0.4588,0.325,0.25,0.725,0.75,0.3916
"rrf+expand_sel[k30,sum,h2,a0.3]",0.5253,0.3803,0.4673,0.325,0.25,0.725,0.75,0.3987
"rrf+expand_sel[k30,sum,h2,a0.5]",0.5011,0.3935,0.4581,0.3,0.25,0.775,0.8125,0.42
"rrf+expand_sel[k30,sum,h2,a0.8]",0.4225,0.382,0.4063,0.225,0.25,0.775,0.8125,0.4115
"rrf+expand_sel[k30,sum,h2,a1.2]",0.374,0.3826,0.3774,0.2,0.25,0.775,0.8125,0.398
"rrf+expand_sel[k30,sum,h2,a2.0]",0.354,0.379,0.364,0.2,0.25,0.7,0.75,0.3453
"rrf+expand_sel[k30,mean,h1,a0.02]",0.4777,0.3882,0.4419,0.325,0.3125,0.75,0.75,0.3666
"rrf+expand_sel[k30,mean,h1,a0.05]",0.4777,0.3875,0.4416,0.325,0.3125,0.75,0.75,0.3666
"rrf+expand_sel[k30,mean,h1,a0.1]",0.4893,0.3865,0.4482,0.35,0.3125,0.725,0.6875,0.3734
"rrf+expand_sel[k30,mean,h1,a0.2]",0.4857,0.3554,0.4335,0.325,0.25,0.75,0.6875,0.3712
"rrf+expand_sel[k30,mean,h1,a0.3]",0.4608,0.3229,0.4057,0.275,0.1875,0.75,0.6875,0.3533
"rrf+expand_sel[k30,mean,h1,a0.5]",0.3916,0.2801,0.347,0.175,0.125,0.7,0.625,0.3238
"rrf+expand_sel[k30,mean,h1,a0.8]",0.344,0.2162,0.2929,0.1,0.0625,0.7,0.625,0.2915
"rrf+expand_sel[k30,mean,h1,a1.2]",0.2956,0.1709,0.2457,0.1,0.0625,0.5,0.375,0.2174
"rrf+expand_sel[k30,mean,h1,a2.0]",0.1203,0.1121,0.117,0.05,0.0625,0.375,0.25,0.0608
"rrf+expand_sel[k30,mean,h2,a0.02]",0.4708,0.3873,0.4374,0.325,0.3125,0.75,0.75,0.3645
"rrf+expand_sel[k30,mean,h2,a0.05]",0.4709,0.3866,0.4372,0.325,0.3125,0.75,0.75,0.3645
"rrf+expand_sel[k30,mean,h2,a0.1]",0.4652,0.3885,0.4345,0.325,0.3125,0.75,0.75,0.3671
"rrf+expand_sel[k30,mean,h2,a0.2]",0.4462,0.3232,0.397,0.25,0.1875,0.725,0.625,0.3435
"rrf+expand_sel[k30,mean,h2,a0.3]",0.4364,0.3216,0.3905,0.25,0.1875,0.725,0.625,0.3403
"rrf+expand_sel[k30,mean,h2,a0.5]",0.3852,0.2779,0.3423,0.175,0.125,0.675,0.5625,0.3211
"rrf+expand_sel[k30,mean,h2,a0.8]",0.3626,0.2102,0.3016,0.125,0.0625,0.675,0.5625,0.2912
"rrf+expand_sel[k30,mean,h2,a1.2]",0.3225,0.1692,0.2612,0.125,0.0625,0.625,0.5,0.2317
"rrf+expand_sel[k30,mean,h2,a2.0]",0.1664,0.1323,0.1528,0.05,0.0625,0.45,0.3125,0.1219
"rrf+expand_sel[k30,sym,h1,a0.02]",0.5068,0.3908,0.4604,0.35,0.3125,0.75,0.75,0.3769
"rrf+expand_sel[k30,sym,h1,a0.05]",0.5078,0.3919,0.4614,0.35,0.3125,0.775,0.75,0.3879
"rrf+expand_sel[k30,sym,h1,a0.1]",0.5309,0.3913,0.4751,0.375,0.3125,0.75,0.6875,0.3938
"rrf+expand_sel[k30,sym,h1,a0.2]",0.5501,0.3966,0.4887,0.4,0.3125,0.775,0.75,0.4109
"rrf+expand_sel[k30,sym,h1,a0.3]",0.5583,0.386,0.4894,0.375,0.25,0.775,0.75,0.4334
"rrf+expand_sel[k30,sym,h1,a0.5]",0.552,0.4053,0.4933,0.4,0.3125,0.8,0.75,0.4218
"rrf+expand_sel[k30,sym,h1,a0.8]",0.5483,0.3301,0.461,0.35,0.1875,0.775,0.6875,0.4168
"rrf+expand_sel[k30,sym,h1,a1.2]",0.5098,0.3065,0.4285,0.325,0.1875,0.7,0.625,0.391
"rrf+expand_sel[k30,sym,h1,a2.0]",0.3922,0.2213,0.3238,0.2,0.125,0.6,0.4375,0.3341
"rrf+expand_sel[k30,sym,h2,a0.02]",0.4998,0.3899,0.4559,0.35,0.3125,0.75,0.75,0.3748
"rrf+expand_sel[k30,sym,h2,a0.05]",0.5053,0.392,0.46,0.35,0.3125,0.775,0.75,0.3835
"rrf+expand_sel[k30,sym,h2,a0.1]",0.5069,0.3913,0.4607,0.35,0.3125,0.75,0.6875,0.3871
"rrf+expand_sel[k30,sym,h2,a0.2]",0.507,0.36,0.4482,0.325,0.25,0.75,0.6875,0.3814
"rrf+expand_sel[k30,sym,h2,a0.3]",0.5155,0.3406,0.4455,0.3,0.1875,0.75,0.6875,0.3901
"rrf+expand_sel[k30,sym,h2,a0.5]",0.4906,0.3416,0.431,0.275,0.1875,0.8,0.6875,0.4038
"rrf+expand_sel[k30,sym,h2,a0.8]",0.4576,0.3176,0.4016,0.225,0.125,0.775,0.625,0.3869
"rrf+expand_sel[k30,sym,h2,a1.2]",0.4325,0.2772,0.3704,0.2,0.125,0.725,0.625,0.3977
"rrf+expand_sel[k30,sym,h2,a2.0]",0.3797,0.2386,0.3233,0.175,0.125,0.675,0.5625,0.3252
"rrf+expand_sel[k100,sum,h1,a0.02]",0.4852,0.3908,0.4474,0.325,0.3125,0.75,0.75,0.3677
"rrf+expand_sel[k100,sum,h1,a0.05]",0.5108,0.4024,0.4675,0.35,0.3125,0.75,0.75,0.3847
"rrf+expand_sel[k100,sum,h1,a0.1]",0.4883,0.3702,0.4411,0.3,0.25,0.775,0.75,0.3717
"rrf+expand_sel[k100,sum,h1,a0.2]",0.5048,0.3747,0.4528,0.325,0.25,0.775,0.75,0.3898
"rrf+expand_sel[k100,sum,h1,a0.3]",0.4855,0.3847,0.4452,0.3,0.25,0.825,0.8125,0.4025
"rrf+expand_sel[k100,sum,h1,a0.5]",0.4757,0.3867,0.4401,0.3,0.25,0.775,0.75,0.4084
"rrf+expand_sel[k100,sum,h1,a0.8]",0.4366,0.3903,0.4181,0.275,0.25,0.8,0.75,0.3999
"rrf+expand_sel[k100,sum,h1,a1.2]",0.3758,0.3248,0.3554,0.2,0.1875,0.775,0.6875,0.3722
"rrf+expand_sel[k100,sum,h1,a2.0]",0.2664,0.2642,0.2655,0.125,0.125,0.65,0.5625,0.2821
"rrf+expand_sel[k100,sum,h2,a0.02]",0.4884,0.4012,0.4535,0.325,0.3125,0.75,0.75,0.3715
"rrf+expand_sel[k100,sum,h2,a0.05]",0.4899,0.4044,0.4557,0.325,0.3125,0.75,0.75,0.3788
"rrf+expand_sel[k100,sum,h2,a0.1]",0.4915,0.3734,0.4443,0.3,0.25,0.75,0.75,0.3846
"rrf+expand_sel[k100,sum,h2,a0.2]",0.5168,0.3754,0.4603,0.325,0.25,0.75,0.75,0.3925
"rrf+expand_sel[k100,sum,h2,a0.3]",0.5244,0.3794,0.4664,0.325,0.25,0.75,0.75,0.3987
"rrf+expand_sel[k100,sum,h2,a0.5]",0.5116,0.4035,0.4684,0.325,0.25,0.75,0.8125,0.4295
"rrf+expand_sel[k100,sum,h2,a0.8]",0.4412,0.3778,0.4158,0.25,0.25,0.75,0.8125,0.4116
"rrf+expand_sel[k100,sum,h2,a1.2]",0.3625,0.3534,0.3589,0.175,0.1875,0.725,0.75,0.3634
"rrf+expand_sel[k100,sum,h2,a2.0]",0.2835,0.2943,0.2878,0.1,0.125,0.675,0.6875,0.3216
"rrf+expand_sel[k100,mean,h1,a0.02]",0.4772,0.3986,0.4457,0.325,0.3125,0.75,0.75,0.3691
"rrf+expand_sel[k100,mean,h1,a0.05]",0.4776,0.3875,0.4416,0.325,0.3125,0.75,0.75,0.3666
"rrf+expand_sel[k100,mean,h1,a0.1]",0.4874,0.387,0.4473,0.35,0.3125,0.725,0.75,0.3734
"rrf+expand_sel[k100,mean,h1,a0.2]",0.4829,0.3544,0.4315,0.325,0.25,0.75,0.75,0.3676
"rrf+expand_sel[k100,mean,h1,a0.3]",0.4615,0.3228,0.406,0.275,0.1875,0.75,0.6875,0.3481
"rrf+expand_sel[k100,mean,h1,a0.5]",0.4476,0.2805,0.3808,0.25,0.125,0.675,0.625,0.3482
"rrf+expand_sel[k100,mean,h1,a0.8]",0.3641,0.2263,0.309,0.125,0.0625,0.65,0.625,0.2949
"rrf+expand_sel[k100,mean,h1,a1.2]",0.3258,0.1894,0.2712,0.125,0.0625,0.55,0.5,0.2583
"rrf+expand_sel[k100,mean,h1,a2.0]",0.1309,0.1144,0.1243,0.05,0.0625,0.425,0.3125,0.075
"rrf+expand_sel[k100,mean,h2,a0.02]",0.4708,0.3977,0.4416,0.325,0.3125,0.75,0.75,0.367
"rrf+expand_sel[k100,mean,h2,a0.05]",0.4714,0.3866,0.4375,0.325,0.3125,0.75,0.75,0.3645
"rrf+expand_sel[k100,mean,h2,a0.1]",0.4619,0.3865,0.4317,0.325,0.3125,0.725,0.6875,0.3654
"rrf+expand_sel[k100,mean,h2,a0.2]",0.4446,0.3539,0.4083,0.275,0.25,0.725,0.6875,0.3542
"rrf+expand_sel[k100,mean,h2,a0.3]",0.4443,0.3214,0.3951,0.25,0.1875,0.725,0.6875,0.3439
"rrf+expand_sel[k100,mean,h2,a0.5]",0.406,0.2797,0.3555,0.2,0.125,0.675,0.625,0.3328
"rrf+expand_sel[k100,mean,h2,a0.8]",0.3881,0.2683,0.3402,0.175,0.125,0.65,0.625,0.3292
"rrf+expand_sel[k100,mean,h2,a1.2]",0.342,0.1841,0.2789,0.125,0.0625,0.6,0.5625,0.2731
"rrf+expand_sel[k100,mean,h2,a2.0]",0.2277,0.1285,0.188,0.075,0.0625,0.45,0.3125,0.1639
"rrf+expand_sel[k100,sym,h1,a0.02]",0.5062,0.3893,0.4594,0.35,0.3125,0.75,0.75,0.3769
"rrf+expand_sel[k100,sym,h1,a0.05]",0.5082,0.3931,0.4622,0.35,0.3125,0.75,0.75,0.3879
"rrf+expand_sel[k100,sym,h1,a0.1]",0.5337,0.3935,0.4776,0.375,0.3125,0.775,0.75,0.3951
"rrf+expand_sel[k100,sym,h1,a0.2]",0.5593,0.363,0.4808,0.375,0.25,0.825,0.8125,0.4049
"rrf+expand_sel[k100,sym,h1,a0.3]",0.5825,0.3349,0.4835,0.375,0.1875,0.8,0.8125,0.4055
"rrf+expand_sel[k100,sym,h1,a0.5]",0.5271,0.3318,0.449,0.325,0.1875,0.775,0.75,0.4321
"rrf+expand_sel[k100,sym,h1,a0.8]",0.5062,0.3535,0.4451,0.3,0.1875,0.8,0.75,0.432
"rrf+expand_sel[k100,sym,h1,a1.2]",0.4851,0.3329,0.4242,0.3,0.1875,0.675,0.6875,0.4136
"rrf+expand_sel[k100,sym,h1,a2.0]",0.395,0.2202,0.3251,0.175,0.0625,0.625,0.5,0.357
"rrf+expand_sel[k100,sym,h2,a0.02]",0.4996,0.3988,0.4593,0.35,0.3125,0.75,0.75,0.3773
"rrf+expand_sel[k100,sym,h2,a0.05]",0.5052,0.392,0.4599,0.35,0.3125,0.75,0.75,0.3835
"rrf+expand_sel[k100,sym,h2,a0.1]",0.5064,0.3921,0.4607,0.35,0.3125,0.775,0.75,0.3835
"rrf+expand_sel[k100,sym,h2,a0.2]",0.5077,0.3317,0.4373,0.3,0.1875,0.825,0.8125,0.3831
"rrf+expand_sel[k100,sym,h2,a0.3]",0.5191,0.3335,0.4448,0.3,0.1875,0.825,0.8125,0.3912
"rrf+expand_sel[k100,sym,h2,a0.5]",0.4995,0.3083,0.423,0.25,0.125,0.8,0.75,0.4094
"rrf+expand_sel[k100,sym,h2,a0.8]",0.4602,0.3279,0.4073,0.25,0.1875,0.75,0.625,0.4185
"rrf+expand_sel[k100,sym,h2,a1.2]",0.4528,0.3008,0.392,0.225,0.125,0.725,0.625,0.4136
"rrf+expand_sel[k100,sym,h2,a2.0]",0.4012,0.2666,0.3474,0.2,0.125,0.65,0.5,0.352
"rrf+ppr[k10,b0.5,a0.02]",0.4996,0.3988,0.4593,0.35,0.3125,0.75,0.75,0.3773
"rrf+ppr[k10,b0.5,a0.05]",0.5067,0.3988,0.4635,0.35,0.3125,0.75,0.75,0.3794
"rrf+ppr[k10,b0.5,a0.1]",0.5068,0.3902,0.4602,0.35,0.3125,0.75,0.75,0.3769
"rrf+ppr[k10,b0.5,a0.2]",0.5109,0.3617,0.4512,0.325,0.25,0.75,0.75,0.3821
"rrf+ppr[k10,b0.5,a0.3]",0.512,0.3621,0.452,0.325,0.25,0.75,0.75,0.3821
"rrf+ppr[k10,b0.5,a0.5]",0.5471,0.3625,0.4733,0.375,0.25,0.75,0.75,0.3947
"rrf+ppr[k10,b0.5,a0.8]",0.5056,0.3634,0.4487,0.325,0.25,0.75,0.75,0.3884
"rrf+ppr[k10,b0.5,a1.2]",0.5067,0.3321,0.4369,0.3,0.1875,0.75,0.75,0.3814
"rrf+ppr[k10,b0.5,a2.0]",0.5036,0.3364,0.4367,0.3,0.1875,0.75,0.75,0.3853
"rrf+ppr[k10,b0.85,a0.02]",0.4787,0.3988,0.4468,0.325,0.3125,0.75,0.75,0.3681
"rrf+ppr[k10,b0.85,a0.05]",0.4825,0.3899,0.4455,0.325,0.3125,0.75,0.75,0.3669
"rrf+ppr[k10,b0.85,a0.1]",0.4841,0.3617,0.4351,0.3,0.25,0.75,0.75,0.3707
"rrf+ppr[k10,b0.85,a0.2]",0.4716,0.3625,0.428,0.275,0.25,0.75,0.75,0.3662
"rrf+ppr[k10,b0.85,a0.3]",0.4864,0.3634,0.4372,0.3,0.25,0.75,0.75,0.377
"rrf+ppr[k10,b0.85,a0.5]",0.4587,0.3353,0.4093,0.25,0.1875,0.75,0.75,0.3541
"rrf+ppr[k10,b0.85,a0.8]",0.4653,0.3069,0.402,0.225,0.125,0.75,0.75,0.3607
"rrf+ppr[k10,b0.85,a1.2]",0.4511,0.2662,0.3771,0.175,0.0625,0.75,0.75,0.3521
"rrf+ppr[k10,b0.85,a2.0]",0.4949,0.2521,0.3978,0.225,0.0625,0.75,0.75,0.3627
"rrf+ppr[k30,b0.5,a0.02]",0.4996,0.3988,0.4593,0.35,0.3125,0.75,0.75,0.3773
"rrf+ppr[k30,b0.5,a0.05]",0.4997,0.4003,0.46,0.35,0.3125,0.75,0.75,0.3773
"rrf+ppr[k30,b0.5,a0.1]",0.4999,0.4024,0.4609,0.35,0.3125,0.75,0.75,0.3846
"rrf+ppr[k30,b0.5,a0.2]",0.5049,0.3717,0.4517,0.325,0.25,0.75,0.75,0.3825
"rrf+ppr[k30,b0.5,a0.3]",0.4846,0.3721,0.4396,0.3,0.25,0.75,0.75,0.3754
"rrf+ppr[k30,b0.5,a0.5]",0.5064,0.4016,0.4645,0.35,0.3125,0.75,0.75,0.388
"rrf+ppr[k30,b0.5,a0.8]",0.5301,0.3398,0.454,0.325,0.1875,0.775,0.75,0.3869
"rrf+ppr[k30,b0.5,a1.2]",0.5011,0.3482,0.4399,0.3,0.1875,0.75,0.6875,0.3812
"rrf+ppr[k30,b0.5,a2.0]",0.5068,0.3163,0.4306,0.275,0.125,0.775,0.75,0.3923
"rrf+ppr[k30,b0.85,a0.02]",0.4787,0.3988,0.4468,0.325,0.3125,0.75,0.75,0.3712
"rrf+ppr[k30,b0.85,a0.05]",0.4824,0.4024,0.4504,0.325,0.3125,0.75,0.75,0.3767
"rrf+ppr[k30,b0.85,a0.1]",0.4839,0.3717,0.439,0.3,0.25,0.75,0.75,0.3732
"rrf+ppr[k30,b0.85,a0.2]",0.4847,0.4005,0.4511,0.325,0.3125,0.75,0.75,0.3751
"rrf+ppr[k30,b0.85,a0.3]",0.4926,0.3718,0.4443,0.3,0.25,0.75,0.75,0.3752
"rrf+ppr[k30,b0.85,a0.5]",0.4672,0.3299,0.4123,0.225,0.125,0.775,0.75,0.3679
"rrf+ppr[k30,b0.85,a0.8]",0.4793,0.3081,0.4108,0.225,0.125,0.8,0.75,0.3798
"rrf+ppr[k30,b0.85,a1.2]",0.4493,0.2833,0.3829,0.2,0.125,0.75,0.75,0.374
"rrf+ppr[k30,b0.85,a2.0]",0.4415,0.2755,0.3751,0.2,0.125,0.725,0.6875,0.3964
